,dependent,iv,cat_t1,cat_t2,giv_prop,iv_label,cat_t1_label,cat_t2_label,comparative,hypothesis
2056,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/preferenceConditionalCooperation,https://data.cooperationdatabank.org/id/preferenceconditionalcooperation/conditional_cooperators,https://data.cooperationdatabank.org/id/preferenceconditionalcooperation/freeriders,https://data.cooperationdatabank.org/vocab/prop/Preferences_for_Conditional_CooperationVariable,Preference for conditional cooperation,Conditional cooperators,Freeriders,higher,Cooperation is significantly higher when preference for conditional cooperation is conditional cooperators compared to when preference for conditional cooperation is freeriders.
2076,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/communicationContent,https://data.cooperationdatabank.org/id/communicationcontent/threat,https://data.cooperationdatabank.org/id/communicationcontent/promise,https://data.cooperationdatabank.org/vocab/prop/CommunicationVariable,Communication content,Threat,Promise,higher,Cooperation is significantly higher when communication content is threat compared to when communication content is promise.
2083,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/iteratedPreprogrammedCooperationRateLevel,https://data.cooperationdatabank.org/id/iteratedpreprogrammedcooperationratelevel/high,https://data.cooperationdatabank.org/id/iteratedpreprogrammedcooperationratelevel/low,https://data.cooperationdatabank.org/vocab/prop/Partner(s)'_strategiesVariable,Iterated pre-programmed cooperation rate level,High,Low,higher,Cooperation is significantly higher when iterated pre-programmed cooperation rate level is high compared to when iterated pre-programmed cooperation rate level is low.
2252,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/targetMembership,https://data.cooperationdatabank.org/id/targetmembership/stranger,https://data.cooperationdatabank.org/id/targetmembership/outgroup,https://data.cooperationdatabank.org/vocab/prop/IdentificationVariable,Partner's group membership,Stranger,Outgroup,lower,Cooperation is significantly lower when partner's group membership is stranger compared to when partner's group membership is outgroup.
2290,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/gameIncentive,https://data.cooperationdatabank.org/id/gameincentive/monetary,https://data.cooperationdatabank.org/id/gameincentive/hypothetical,https://data.cooperationdatabank.org/vocab/prop/IncentivesVariable,Game incentive,Monetary,Hypothetical,higher,Cooperation is significantly higher when game incentive is monetary compared to when game incentive is hypothetical.
2325,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/uncertaintyLevel,https://data.cooperationdatabank.org/id/uncertaintylevel/low,https://data.cooperationdatabank.org/id/uncertaintylevel/medium,https://data.cooperationdatabank.org/vocab/prop/UncertaintyVariable,Uncertainty level,Low,Medium,higher,Cooperation is significantly higher when uncertainty level is low compared to when uncertainty level is medium.
2349,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/uncertaintyLevel,https://data.cooperationdatabank.org/id/uncertaintylevel/low,https://data.cooperationdatabank.org/id/uncertaintylevel/medium,https://data.cooperationdatabank.org/vocab/prop/UncertaintyVariable,Uncertainty level,Low,Medium,higher,Cooperation is significantly higher when uncertainty level is low compared to when uncertainty level is medium.
2358,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/uncertaintyTarget,https://data.cooperationdatabank.org/id/uncertaintytarget/return_from_public_account,https://data.cooperationdatabank.org/id/uncertaintytarget/return_from_private_account,https://data.cooperationdatabank.org/vocab/prop/UncertaintyVariable,Uncertainty target,Return from public account,Return from private account,lower,Cooperation is significantly lower when uncertainty target is return from public account compared to when uncertainty target is return from private account.
2361,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/uncertaintyTarget,https://data.cooperationdatabank.org/id/uncertaintytarget/return_from_public_account,https://data.cooperationdatabank.org/id/uncertaintytarget/return_from_private_account,https://data.cooperationdatabank.org/vocab/prop/UncertaintyVariable,Uncertainty target,Return from public account,Return from private account,lower,Cooperation is significantly lower when uncertainty target is return from public account compared to when uncertainty target is return from private account.
2368,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/uncertaintyTarget,https://data.cooperationdatabank.org/id/uncertaintytarget/return_from_public_account,https://data.cooperationdatabank.org/id/uncertaintytarget/return_from_private_account,https://data.cooperationdatabank.org/vocab/prop/UncertaintyVariable,Uncertainty target,Return from public account,Return from private account,higher,Cooperation is significantly higher when uncertainty target is return from public account compared to when uncertainty target is return from private account.
2400,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/uncertaintyLevel,https://data.cooperationdatabank.org/id/uncertaintylevel/low,https://data.cooperationdatabank.org/id/uncertaintylevel/medium,https://data.cooperationdatabank.org/vocab/prop/UncertaintyVariable,Uncertainty level,Low,Medium,lower,Cooperation is significantly lower when uncertainty level is low compared to when uncertainty level is medium.
2405,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/mPCRlevel,https://data.cooperationdatabank.org/id/mpcrlevel/low,https://data.cooperationdatabank.org/id/mpcrlevel/high,https://data.cooperationdatabank.org/vocab/prop/Public_Goods_GameVariable,MPCR level,Low,High,higher,Cooperation is significantly higher when mpcr level is low compared to when mpcr level is high.
2407,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/privateAccountReturnLevel,https://data.cooperationdatabank.org/id/privateaccountreturnlevel/high,https://data.cooperationdatabank.org/id/privateaccountreturnlevel/low,https://data.cooperationdatabank.org/vocab/prop/Public_Goods_GameVariable,Private account return level,High,Low,higher,Cooperation is significantly higher when private account return level is high compared to when private account return level is low.
2459,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/contextFrame,https://data.cooperationdatabank.org/id/contextframe/cooperative,https://data.cooperationdatabank.org/id/contextframe/generic,https://data.cooperationdatabank.org/vocab/prop/FramingVariable,Context frame,Cooperative,Generic,lower,Cooperation is significantly lower when context frame is cooperative compared to when context frame is generic.
2461,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/conflictIndexLevel,https://data.cooperationdatabank.org/id/conflictindexlevel/high,https://data.cooperationdatabank.org/id/conflictindexlevel/low,https://data.cooperationdatabank.org/vocab/prop/Degree_of_conflicting_interestsVariable,Conflict level,High,Low,lower,Cooperation is significantly lower when conflict level is high compared to when conflict level is low.
2488,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/giveTakeFrame,https://data.cooperationdatabank.org/id/givetakeframe/give-some,https://data.cooperationdatabank.org/id/givetakeframe/take-some,https://data.cooperationdatabank.org/vocab/prop/FramingVariable,Give-Take frame,Give-some,Take-some,higher,Cooperation is significantly higher when give-take frame is give-some compared to when give-take frame is take-some.
2501,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/targetMembership,https://data.cooperationdatabank.org/id/targetmembership/ingroup,https://data.cooperationdatabank.org/id/targetmembership/outgroup,https://data.cooperationdatabank.org/vocab/prop/IdentificationVariable,Partner's group membership,Ingroup,Outgroup,higher,Cooperation is significantly higher when partner's group membership is ingroup compared to when partner's group membership is outgroup.
2519,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/groupSizeLevel,https://data.cooperationdatabank.org/id/groupsizelevel/low,https://data.cooperationdatabank.org/id/groupsizelevel/high,https://data.cooperationdatabank.org/vocab/prop/Group_SizeVariable,Group size level,Low,High,higher,Cooperation is significantly higher when group size level is low compared to when group size level is high.
2561,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/targetMembership,https://data.cooperationdatabank.org/id/targetmembership/stranger,https://data.cooperationdatabank.org/id/targetmembership/outgroup,https://data.cooperationdatabank.org/vocab/prop/IdentificationVariable,Partner's group membership,Stranger,Outgroup,lower,Cooperation is significantly lower when partner's group membership is stranger compared to when partner's group membership is outgroup.
2589,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/trialOfCooperationOrdinal,https://data.cooperationdatabank.org/id/trialofcooperationordinal/first,https://data.cooperationdatabank.org/id/trialofcooperationordinal/last,https://data.cooperationdatabank.org/vocab/prop/PeriodVariable,Trial of cooperation (ordinal),first,last,lower,Cooperation is significantly lower when trial of cooperation (ordinal) is first compared to when trial of cooperation (ordinal) is last.
2591,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/punishmentTreatment,https://data.cooperationdatabank.org/id/punishmenttreatment/1,https://data.cooperationdatabank.org/id/punishmenttreatment/-1,https://data.cooperationdatabank.org/vocab/prop/PunishmentVariable,Punishment treatment,1,-1,higher,Cooperation is significantly higher when punishment treatment is 1 compared to when punishment treatment is -1.
2607,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/leaderCharacteristic,https://data.cooperationdatabank.org/id/leadercharacteristic/weak,https://data.cooperationdatabank.org/id/leadercharacteristic/strong,https://data.cooperationdatabank.org/vocab/prop/LeadershipVariable,Leader's characteristic,Weak,Strong,lower,Cooperation is significantly lower when leader's characteristic is weak compared to when leader's characteristic is strong.
2653,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/groupSizeLevel,https://data.cooperationdatabank.org/id/groupsizelevel/low,https://data.cooperationdatabank.org/id/groupsizelevel/high,https://data.cooperationdatabank.org/vocab/prop/Group_SizeVariable,Group size level,Low,High,lower,Cooperation is significantly lower when group size level is low compared to when group size level is high.
2665,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/groupSizeLevel,https://data.cooperationdatabank.org/id/groupsizelevel/low,https://data.cooperationdatabank.org/id/groupsizelevel/high,https://data.cooperationdatabank.org/vocab/prop/Group_SizeVariable,Group size level,Low,High,higher,Cooperation is significantly higher when group size level is low compared to when group size level is high.
2688,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/gender,https://data.cooperationdatabank.org/id/gender/female,https://data.cooperationdatabank.org/id/gender/male,https://data.cooperationdatabank.org/vocab/prop/GenderVariable,Gender,Female,Male,lower,Cooperation is significantly lower when gender is female compared to when gender is male.
2701,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/feedbackTarget,https://data.cooperationdatabank.org/id/feedbacktarget/group,https://data.cooperationdatabank.org/id/feedbacktarget/other,https://data.cooperationdatabank.org/vocab/prop/FeedbackVariable,Feedback target,Group,Other,lower,Cooperation is significantly lower when feedback target is group compared to when feedback target is other.
2703,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/feedbackTarget,https://data.cooperationdatabank.org/id/feedbacktarget/group,https://data.cooperationdatabank.org/id/feedbacktarget/other,https://data.cooperationdatabank.org/vocab/prop/FeedbackVariable,Feedback target,Group,Other,lower,Cooperation is significantly lower when feedback target is group compared to when feedback target is other.
2707,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/communicationTreatment,True,False,https://data.cooperationdatabank.org/vocab/prop/CommunicationVariable,Communication treatment,na,na,higher,Cooperation is significantly higher when communication treatment is true compared to when communication treatment is false.
2802,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/mPCRlevel,https://data.cooperationdatabank.org/id/mpcrlevel/low,https://data.cooperationdatabank.org/id/mpcrlevel/medium,https://data.cooperationdatabank.org/vocab/prop/Public_Goods_GameVariable,MPCR level,Low,Medium,lower,Cooperation is significantly lower when mpcr level is low compared to when mpcr level is medium.
2825,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/rewardTreatment,https://data.cooperationdatabank.org/id/rewardtreatment/1,https://data.cooperationdatabank.org/id/rewardtreatment/-1,https://data.cooperationdatabank.org/vocab/prop/RewardVariable,Reward treatment,1,-1,higher,Cooperation is significantly higher when reward treatment is 1 compared to when reward treatment is -1.
2833,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/punishmentTreatment,https://data.cooperationdatabank.org/id/punishmenttreatment/0,https://data.cooperationdatabank.org/id/punishmenttreatment/1,https://data.cooperationdatabank.org/vocab/prop/PunishmentVariable,Punishment treatment,0,1,higher,Cooperation is significantly higher when punishment treatment is 0 compared to when punishment treatment is 1.
2852,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/communicationTreatment,True,False,https://data.cooperationdatabank.org/vocab/prop/CommunicationVariable,Communication treatment,na,na,higher,Cooperation is significantly higher when communication treatment is true compared to when communication treatment is false.
2870,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/giveTakeFrame,https://data.cooperationdatabank.org/id/givetakeframe/give-some,https://data.cooperationdatabank.org/id/givetakeframe/take-some,https://data.cooperationdatabank.org/vocab/prop/FramingVariable,Give-Take frame,Give-some,Take-some,lower,Cooperation is significantly lower when give-take frame is give-some compared to when give-take frame is take-some.
2926,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/decisionMaker,https://data.cooperationdatabank.org/id/decisionmaker/group,https://data.cooperationdatabank.org/id/decisionmaker/individual,https://data.cooperationdatabank.org/vocab/prop/Group_SizeVariable,Decision maker,group,individual,lower,Cooperation is significantly lower when decision maker is group compared to when decision maker is individual.
2988,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/rewardTreatment,https://data.cooperationdatabank.org/id/rewardtreatment/-1,https://data.cooperationdatabank.org/id/rewardtreatment/0,https://data.cooperationdatabank.org/vocab/prop/RewardVariable,Reward treatment,-1,0,lower,Cooperation is significantly lower when reward treatment is -1 compared to when reward treatment is 0.
3015,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/targetMembership,https://data.cooperationdatabank.org/id/targetmembership/stranger,https://data.cooperationdatabank.org/id/targetmembership/ingroup,https://data.cooperationdatabank.org/vocab/prop/IdentificationVariable,Partner's group membership,Stranger,Ingroup,lower,Cooperation is significantly lower when partner's group membership is stranger compared to when partner's group membership is ingroup.
3020,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/knowledgeOfPartnerPriorBehavior,https://data.cooperationdatabank.org/id/knowledgeofpartnerpriorbehavior/absent,https://data.cooperationdatabank.org/id/knowledgeofpartnerpriorbehavior/present,https://data.cooperationdatabank.org/vocab/prop/ReputationVariable,Knowledge of partner's prior behavior,absent,present,lower,Cooperation is significantly lower when knowledge of partner's prior behavior is absent compared to when knowledge of partner's prior behavior is present.
3047,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/partnerChoice,https://data.cooperationdatabank.org/id/partnerchoice/exogenous,https://data.cooperationdatabank.org/id/partnerchoice/endogenous,https://data.cooperationdatabank.org/vocab/prop/MatchingVariable,Partner choice,Exogenous,Endogenous,lower,Cooperation is significantly lower when partner choice is exogenous compared to when partner choice is endogenous.
3080,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/feedbackContent,https://data.cooperationdatabank.org/id/feedbackcontent/choice,https://data.cooperationdatabank.org/id/feedbackcontent/others,https://data.cooperationdatabank.org/vocab/prop/FeedbackVariable,Feedback content,Choice,Others,lower,Cooperation is significantly lower when feedback content is choice compared to when feedback content is others.
3092,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/feedbackContent,https://data.cooperationdatabank.org/id/feedbackcontent/choice,https://data.cooperationdatabank.org/id/feedbackcontent/rank,https://data.cooperationdatabank.org/vocab/prop/FeedbackVariable,Feedback content,Choice,Rank,lower,Cooperation is significantly lower when feedback content is choice compared to when feedback content is rank.
3106,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/feedbackContent,https://data.cooperationdatabank.org/id/feedbackcontent/choice,https://data.cooperationdatabank.org/id/feedbackcontent/others,https://data.cooperationdatabank.org/vocab/prop/FeedbackVariable,Feedback content,Choice,Others,higher,Cooperation is significantly higher when feedback content is choice compared to when feedback content is others.
3109,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/decisionMaker,https://data.cooperationdatabank.org/id/decisionmaker/group,https://data.cooperationdatabank.org/id/decisionmaker/individual,https://data.cooperationdatabank.org/vocab/prop/Group_SizeVariable,Decision maker,group,individual,higher,Cooperation is significantly higher when decision maker is group compared to when decision maker is individual.
3114,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/gender,https://data.cooperationdatabank.org/id/gender/female,https://data.cooperationdatabank.org/id/gender/male,https://data.cooperationdatabank.org/vocab/prop/GenderVariable,Gender,Female,Male,lower,Cooperation is significantly lower when gender is female compared to when gender is male.
3137,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/motivationalOrientation,https://data.cooperationdatabank.org/id/motivationalorientation/cooperative,https://data.cooperationdatabank.org/id/motivationalorientation/individualistic,https://data.cooperationdatabank.org/vocab/prop/Motivational_OrientationVariable,Motivational orientation,Cooperative,Individualistic,higher,Cooperation is significantly higher when motivational orientation is cooperative compared to when motivational orientation is individualistic.
3152,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/anonymityManipul,https://data.cooperationdatabank.org/id/anonymitymanipul/high,https://data.cooperationdatabank.org/id/anonymitymanipul/low,https://data.cooperationdatabank.org/vocab/prop/ReputationVariable,Anonymity manipulation,High,Low,higher,Cooperation is significantly higher when anonymity manipulation is high compared to when anonymity manipulation is low.
3154,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/descriptiveNorm,https://data.cooperationdatabank.org/id/descriptivenorm/medium_cooperation,https://data.cooperationdatabank.org/id/descriptivenorm/high_cooperation,https://data.cooperationdatabank.org/vocab/prop/Normative_BehaviorVariable,Descriptive norm,Medium Cooperation,High Cooperation,lower,Cooperation is significantly lower when descriptive norm is medium cooperation compared to when descriptive norm is high cooperation.
3225,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/anchor,https://data.cooperationdatabank.org/id/anchor/low_cooperation,https://data.cooperationdatabank.org/id/anchor/high_cooperation,https://data.cooperationdatabank.org/vocab/prop/AnchorVariable,Anchor,low cooperation,high cooperation ,lower,Cooperation is significantly lower when anchor is low cooperation compared to when anchor is high cooperation .
3230,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/anchor,https://data.cooperationdatabank.org/id/anchor/high_cooperation,https://data.cooperationdatabank.org/id/anchor/absent,https://data.cooperationdatabank.org/vocab/prop/AnchorVariable,Anchor,high cooperation ,Absent,higher,Cooperation is significantly higher when anchor is high cooperation  compared to when anchor is absent.
3239,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/punishmentTreatment,https://data.cooperationdatabank.org/id/punishmenttreatment/1,https://data.cooperationdatabank.org/id/punishmenttreatment/-1,https://data.cooperationdatabank.org/vocab/prop/PunishmentVariable,Punishment treatment,1,-1,lower,Cooperation is significantly lower when punishment treatment is 1 compared to when punishment treatment is -1.
3240,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/punishmentTreatment,https://data.cooperationdatabank.org/id/punishmenttreatment/1,https://data.cooperationdatabank.org/id/punishmenttreatment/-1,https://data.cooperationdatabank.org/vocab/prop/PunishmentVariable,Punishment treatment,1,-1,higher,Cooperation is significantly higher when punishment treatment is 1 compared to when punishment treatment is -1.
3246,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/institutionalChoice,https://data.cooperationdatabank.org/id/institutionalchoice/endogenous,https://data.cooperationdatabank.org/id/institutionalchoice/exogenous,https://data.cooperationdatabank.org/vocab/prop/Institutional_ChoiceVariable,Institutional choice,Endogenous,Exogenous,higher,Cooperation is significantly higher when institutional choice is endogenous compared to when institutional choice is exogenous.
3303,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/trialOfCooperationOrdinal,https://data.cooperationdatabank.org/id/trialofcooperationordinal/first,https://data.cooperationdatabank.org/id/trialofcooperationordinal/last,https://data.cooperationdatabank.org/vocab/prop/PeriodVariable,Trial of cooperation (ordinal),first,last,higher,Cooperation is significantly higher when trial of cooperation (ordinal) is first compared to when trial of cooperation (ordinal) is last.
3348,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/mPCRlevel,https://data.cooperationdatabank.org/id/mpcrlevel/medium,https://data.cooperationdatabank.org/id/mpcrlevel/high,https://data.cooperationdatabank.org/vocab/prop/Public_Goods_GameVariable,MPCR level,Medium,High,lower,Cooperation is significantly lower when mpcr level is medium compared to when mpcr level is high.
3368,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/iteratedPreprogrammedCooperationRateLevel,https://data.cooperationdatabank.org/id/iteratedpreprogrammedcooperationratelevel/high,https://data.cooperationdatabank.org/id/iteratedpreprogrammedcooperationratelevel/low,https://data.cooperationdatabank.org/vocab/prop/Partner(s)'_strategiesVariable,Iterated pre-programmed cooperation rate level,High,Low,lower,Cooperation is significantly lower when iterated pre-programmed cooperation rate level is high compared to when iterated pre-programmed cooperation rate level is low.
3381,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/punishmentTreatment,https://data.cooperationdatabank.org/id/punishmenttreatment/1,https://data.cooperationdatabank.org/id/punishmenttreatment/-1,https://data.cooperationdatabank.org/vocab/prop/PunishmentVariable,Punishment treatment,1,-1,higher,Cooperation is significantly higher when punishment treatment is 1 compared to when punishment treatment is -1.
3417,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/communicationTreatment,True,False,https://data.cooperationdatabank.org/vocab/prop/CommunicationVariable,Communication treatment,na,na,higher,Cooperation is significantly higher when communication treatment is true compared to when communication treatment is false.
3435,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/targetMembership,https://data.cooperationdatabank.org/id/targetmembership/stranger,https://data.cooperationdatabank.org/id/targetmembership/ingroup,https://data.cooperationdatabank.org/vocab/prop/IdentificationVariable,Partner's group membership,Stranger,Ingroup,lower,Cooperation is significantly lower when partner's group membership is stranger compared to when partner's group membership is ingroup.
3443,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/rewardTreatment,https://data.cooperationdatabank.org/id/rewardtreatment/1,https://data.cooperationdatabank.org/id/rewardtreatment/-1,https://data.cooperationdatabank.org/vocab/prop/RewardVariable,Reward treatment,1,-1,higher,Cooperation is significantly higher when reward treatment is 1 compared to when reward treatment is -1.
3445,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/rewardRule,https://data.cooperationdatabank.org/id/rewardrule/contribution-based,https://data.cooperationdatabank.org/id/rewardrule/rank-based,https://data.cooperationdatabank.org/vocab/prop/RewardVariable,Reward rule,Contribution-based,Rank-based,lower,Cooperation is significantly lower when reward rule is contribution-based compared to when reward rule is rank-based.
3450,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/rewardTreatment,https://data.cooperationdatabank.org/id/rewardtreatment/1,https://data.cooperationdatabank.org/id/rewardtreatment/-1,https://data.cooperationdatabank.org/vocab/prop/RewardVariable,Reward treatment,1,-1,higher,Cooperation is significantly higher when reward treatment is 1 compared to when reward treatment is -1.
3454,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/mPCRlevel,https://data.cooperationdatabank.org/id/mpcrlevel/medium,https://data.cooperationdatabank.org/id/mpcrlevel/high,https://data.cooperationdatabank.org/vocab/prop/Public_Goods_GameVariable,MPCR level,Medium,High,lower,Cooperation is significantly lower when mpcr level is medium compared to when mpcr level is high.
3491,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/uncertaintyLevel,https://data.cooperationdatabank.org/id/uncertaintylevel/low,https://data.cooperationdatabank.org/id/uncertaintylevel/high,https://data.cooperationdatabank.org/vocab/prop/UncertaintyVariable,Uncertainty level,Low,High,higher,Cooperation is significantly higher when uncertainty level is low compared to when uncertainty level is high.
3497,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/leadershipEndogenous,https://data.cooperationdatabank.org/id/leadershipendogenous/exogenous,https://data.cooperationdatabank.org/id/leadershipendogenous/endogenous,https://data.cooperationdatabank.org/vocab/prop/LeadershipVariable,Endogenous leadership,Exogenous,Endogenous,lower,Cooperation is significantly lower when endogenous leadership is exogenous compared to when endogenous leadership is endogenous.
3502,https://data.cooperationdatabank.org/id/dependentvariable/contributions,https://data.cooperationdatabank.org/vocab/prop/leadership,True,False,https://data.cooperationdatabank.org/vocab/prop/LeadershipVariable,Leadership,na,na,higher,Cooperation is significantly higher when leadership is true compared to when leadership is false.
3518,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/gameType,https://data.cooperationdatabank.org/id/gametype/prisoner's_dilemma_game,https://data.cooperationdatabank.org/id/gametype/chicken_game,https://data.cooperationdatabank.org/vocab/prop/Game_TypeVariable,Game type,Prisoner's Dilemma Game,Chicken Game,lower,Cooperation is significantly lower when game type is prisoner's dilemma game compared to when game type is chicken game.
3534,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/gender,https://data.cooperationdatabank.org/id/gender/female,https://data.cooperationdatabank.org/id/gender/male,https://data.cooperationdatabank.org/vocab/prop/GenderVariable,Gender,Female,Male,lower,Cooperation is significantly lower when gender is female compared to when gender is male.
3540,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/communicationContent,https://data.cooperationdatabank.org/id/communicationcontent/other,https://data.cooperationdatabank.org/id/communicationcontent/threat,https://data.cooperationdatabank.org/vocab/prop/CommunicationVariable,Communication content,Other,Threat,lower,Cooperation is significantly lower when communication content is other compared to when communication content is threat.
3560,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,https://data.cooperationdatabank.org/vocab/prop/iteratedStrategy,https://data.cooperationdatabank.org/id/iteratedstrategy/preprogrammed_cooperation_rate,https://data.cooperationdatabank.org/id/iteratedstrategy/other,https://data.cooperationdatabank.org/vocab/prop/Partner(s)'_strategiesVariable,Iterated strategy,Preprogrammed Cooperation Rate,Other,lower,Cooperation is significantly lower when iterated strategy is preprogrammed cooperation rate compared to when iterated strategy is other.
