,giv_prop,iv,iv_label,cat_t1,cat_t1_label,iv.1,iv_label.1,cat_t2,cat_t2_label,mod,mod_label,mod_t1,mod_t1_label,mod_t2,mod_t2_label,dependent,effect,td,pred_num,pred_readable,comparative,pred_true,score_0.0,score_2.0,max_score,hypothesis
109,https://data.cooperationdatabank.org/vocab/prop/FeedbackVariable,https://data.cooperationdatabank.org/vocab/prop/feedbackContent,Feedback content,https://data.cooperationdatabank.org/id/feedbackcontent/choice,Choice,https://data.cooperationdatabank.org/vocab/prop/feedbackContent,Feedback content,https://data.cooperationdatabank.org/id/feedbackcontent/earnings,Earnings,https://data.cooperationdatabank.org/vocab/prop/feedbackTarget,Feedback target,https://data.cooperationdatabank.org/id/feedbacktarget/group,Group,https://data.cooperationdatabank.org/id/feedbacktarget/individual,Individual,https://data.cooperationdatabank.org/id/dependentvariable/contributions,positive,train,2.0,positive,higher,2.0,0.4444444444444444,0.5555555555555556,0.5555555555555556,"When comparing studies where feedback content is choice and studies where feedback content is earnings, contribution from studies involving group as feedback target are significantly higher than contribution from studies involving individual as feedback target."
110,https://data.cooperationdatabank.org/vocab/prop/FeedbackVariable,https://data.cooperationdatabank.org/vocab/prop/feedbackContent,Feedback content,https://data.cooperationdatabank.org/id/feedbackcontent/choice,Choice,https://data.cooperationdatabank.org/vocab/prop/feedbackContent,Feedback content,https://data.cooperationdatabank.org/id/feedbackcontent/earnings,Earnings,https://data.cooperationdatabank.org/vocab/prop/feedbackTarget,Feedback target,https://data.cooperationdatabank.org/id/feedbacktarget/group,Group,https://data.cooperationdatabank.org/id/feedbacktarget/individual,Individual,https://data.cooperationdatabank.org/id/dependentvariable/contributions,negative,train,2.0,positive,higher,0.0,0.4444444444444444,0.5555555555555556,0.5555555555555556,"When comparing studies where feedback content is choice and studies where feedback content is earnings, contribution from studies involving group as feedback target are significantly higher than contribution from studies involving individual as feedback target."
111,https://data.cooperationdatabank.org/vocab/prop/FeedbackVariable,https://data.cooperationdatabank.org/vocab/prop/feedbackTarget,Feedback target,https://data.cooperationdatabank.org/id/feedbacktarget/group,Group,https://data.cooperationdatabank.org/vocab/prop/feedbackTarget,Feedback target,https://data.cooperationdatabank.org/id/feedbacktarget/individual,Individual,https://data.cooperationdatabank.org/vocab/prop/feedbackContent,Feedback content,https://data.cooperationdatabank.org/id/feedbackcontent/choice,Choice,https://data.cooperationdatabank.org/id/feedbackcontent/earnings,Earnings,https://data.cooperationdatabank.org/id/dependentvariable/contributions,positive,train,2.0,positive,higher,2.0,0.35353535353535354,0.6464646464646465,0.6464646464646465,"When comparing studies where feedback target is group and studies where feedback target is individual, contribution from studies involving choice as feedback content are significantly higher than contribution from studies involving earnings as feedback content."
112,https://data.cooperationdatabank.org/vocab/prop/FeedbackVariable,https://data.cooperationdatabank.org/vocab/prop/feedbackTarget,Feedback target,https://data.cooperationdatabank.org/id/feedbacktarget/group,Group,https://data.cooperationdatabank.org/vocab/prop/feedbackTarget,Feedback target,https://data.cooperationdatabank.org/id/feedbacktarget/individual,Individual,https://data.cooperationdatabank.org/vocab/prop/feedbackContent,Feedback content,https://data.cooperationdatabank.org/id/feedbackcontent/choice,Choice,https://data.cooperationdatabank.org/id/feedbackcontent/earnings,Earnings,https://data.cooperationdatabank.org/id/dependentvariable/contributions,positive,train,2.0,positive,higher,2.0,0.35353535353535354,0.6464646464646465,0.6464646464646465,"When comparing studies where feedback target is group and studies where feedback target is individual, contribution from studies involving choice as feedback content are significantly higher than contribution from studies involving earnings as feedback content."
113,https://data.cooperationdatabank.org/vocab/prop/PunishmentVariable,https://data.cooperationdatabank.org/vocab/prop/punishmentAgent,Punishment agent,https://data.cooperationdatabank.org/id/punishmentagent/leader,Leader,https://data.cooperationdatabank.org/vocab/prop/punishmentAgent,Punishment agent,https://data.cooperationdatabank.org/id/punishmentagent/network,Network,https://data.cooperationdatabank.org/vocab/prop/punishmentSequential,Sequential punishment,https://data.cooperationdatabank.org/id/punishmentsequential/simultaneous,Simultaneous,https://data.cooperationdatabank.org/id/punishmentsequential/sequential_leadership-by-example,Sequential leadership-by-example,https://data.cooperationdatabank.org/id/dependentvariable/contributions,positive,val,2.0,positive,higher,2.0,0.0,1.0,1.0,"When comparing studies where punishment agent is leader and studies where punishment agent is network, contribution from studies involving simultaneous as sequential punishment are significantly higher than contribution from studies involving sequential leadership-by-example as sequential punishment."
114,https://data.cooperationdatabank.org/vocab/prop/PunishmentVariable,https://data.cooperationdatabank.org/vocab/prop/punishmentSequential,Sequential punishment,https://data.cooperationdatabank.org/id/punishmentsequential/simultaneous,Simultaneous,https://data.cooperationdatabank.org/vocab/prop/punishmentSequential,Sequential punishment,https://data.cooperationdatabank.org/id/punishmentsequential/sequential_leadership-by-example,Sequential leadership-by-example,https://data.cooperationdatabank.org/vocab/prop/punishmentAgent,Punishment agent,https://data.cooperationdatabank.org/id/punishmentagent/leader,Leader,https://data.cooperationdatabank.org/id/punishmentagent/network,Network,https://data.cooperationdatabank.org/id/dependentvariable/contributions,positive,test,2.0,positive,higher,2.0,0.35353535353535354,0.6464646464646465,0.6464646464646465,"When comparing studies where sequential punishment is simultaneous and studies where sequential punishment is sequential leadership-by-example, contribution from studies involving leader as punishment agent are significantly higher than contribution from studies involving network as punishment agent."
115,https://data.cooperationdatabank.org/vocab/prop/PunishmentVariable,https://data.cooperationdatabank.org/vocab/prop/punishmentAgent,Punishment agent,https://data.cooperationdatabank.org/id/punishmentagent/peer,Peer,https://data.cooperationdatabank.org/vocab/prop/punishmentAgent,Punishment agent,https://data.cooperationdatabank.org/id/punishmentagent/other,Other,https://data.cooperationdatabank.org/vocab/prop/punishmentSequential,Sequential punishment,https://data.cooperationdatabank.org/id/punishmentsequential/simultaneous,Simultaneous,https://data.cooperationdatabank.org/id/punishmentsequential/sequential_turn-taking,Sequential turn-taking,https://data.cooperationdatabank.org/id/dependentvariable/contributions,negative,train,2.0,positive,higher,0.0,0.4444444444444444,0.5555555555555556,0.5555555555555556,"When comparing studies where punishment agent is peer and studies where punishment agent is other, contribution from studies involving simultaneous as sequential punishment are significantly higher than contribution from studies involving sequential turn-taking as sequential punishment."
116,https://data.cooperationdatabank.org/vocab/prop/PunishmentVariable,https://data.cooperationdatabank.org/vocab/prop/punishmentSequential,Sequential punishment,https://data.cooperationdatabank.org/id/punishmentsequential/simultaneous,Simultaneous,https://data.cooperationdatabank.org/vocab/prop/punishmentSequential,Sequential punishment,https://data.cooperationdatabank.org/id/punishmentsequential/sequential_turn-taking,Sequential turn-taking,https://data.cooperationdatabank.org/vocab/prop/punishmentAgent,Punishment agent,https://data.cooperationdatabank.org/id/punishmentagent/peer,Peer,https://data.cooperationdatabank.org/id/punishmentagent/other,Other,https://data.cooperationdatabank.org/id/dependentvariable/contributions,positive,train,2.0,positive,higher,2.0,0.0,1.0,1.0,"When comparing studies where sequential punishment is simultaneous and studies where sequential punishment is sequential turn-taking, contribution from studies involving peer as punishment agent are significantly higher than contribution from studies involving other as punishment agent."
117,https://data.cooperationdatabank.org/vocab/prop/IdentificationVariable,https://data.cooperationdatabank.org/vocab/prop/identificationLevel,Identification level,https://data.cooperationdatabank.org/id/identificationlevel/high,High,https://data.cooperationdatabank.org/vocab/prop/identificationLevel,Identification level,https://data.cooperationdatabank.org/id/identificationlevel/low,Low,https://data.cooperationdatabank.org/vocab/prop/targetMembership,Partner's group membership,https://data.cooperationdatabank.org/id/targetmembership/ingroup,Ingroup,https://data.cooperationdatabank.org/id/targetmembership/stranger,Stranger,https://data.cooperationdatabank.org/id/dependentvariable/contributions,positive,train,2.0,positive,higher,2.0,0.0,1.0,1.0,"When comparing studies where identification level is high and studies where identification level is low, contribution from studies involving ingroup as partner's group membership are significantly higher than contribution from studies involving stranger as partner's group membership."
118,https://data.cooperationdatabank.org/vocab/prop/IdentificationVariable,https://data.cooperationdatabank.org/vocab/prop/targetMembership,Partner's group membership,https://data.cooperationdatabank.org/id/targetmembership/ingroup,Ingroup,https://data.cooperationdatabank.org/vocab/prop/targetMembership,Partner's group membership,https://data.cooperationdatabank.org/id/targetmembership/stranger,Stranger,https://data.cooperationdatabank.org/vocab/prop/identificationLevel,Identification level,https://data.cooperationdatabank.org/id/identificationlevel/high,High,https://data.cooperationdatabank.org/id/identificationlevel/low,Low,https://data.cooperationdatabank.org/id/dependentvariable/contributions,positive,train,2.0,positive,higher,2.0,0.0,1.0,1.0,"When comparing studies where partner's group membership is ingroup and studies where partner's group membership is stranger, contribution from studies involving high as identification level are significantly higher than contribution from studies involving low as identification level."
119,https://data.cooperationdatabank.org/vocab/prop/IdentificationVariable,https://data.cooperationdatabank.org/vocab/prop/identificationLevel,Identification level,https://data.cooperationdatabank.org/id/identificationlevel/high,High,https://data.cooperationdatabank.org/vocab/prop/identificationLevel,Identification level,https://data.cooperationdatabank.org/id/identificationlevel/low,Low,https://data.cooperationdatabank.org/vocab/prop/targetMembership,Partner's group membership,https://data.cooperationdatabank.org/id/targetmembership/ingroup,Ingroup,https://data.cooperationdatabank.org/id/targetmembership/stranger,Stranger,https://data.cooperationdatabank.org/id/dependentvariable/contributions,positive,train,2.0,positive,higher,2.0,0.0,1.0,1.0,"When comparing studies where identification level is high and studies where identification level is low, contribution from studies involving ingroup as partner's group membership are significantly higher than contribution from studies involving stranger as partner's group membership."
120,https://data.cooperationdatabank.org/vocab/prop/IdentificationVariable,https://data.cooperationdatabank.org/vocab/prop/targetMembership,Partner's group membership,https://data.cooperationdatabank.org/id/targetmembership/ingroup,Ingroup,https://data.cooperationdatabank.org/vocab/prop/targetMembership,Partner's group membership,https://data.cooperationdatabank.org/id/targetmembership/stranger,Stranger,https://data.cooperationdatabank.org/vocab/prop/identificationLevel,Identification level,https://data.cooperationdatabank.org/id/identificationlevel/high,High,https://data.cooperationdatabank.org/id/identificationlevel/low,Low,https://data.cooperationdatabank.org/id/dependentvariable/contributions,positive,val,2.0,positive,higher,2.0,0.0,1.0,1.0,"When comparing studies where partner's group membership is ingroup and studies where partner's group membership is stranger, contribution from studies involving high as identification level are significantly higher than contribution from studies involving low as identification level."
121,https://data.cooperationdatabank.org/vocab/prop/IdentificationVariable,https://data.cooperationdatabank.org/vocab/prop/identificationLevel,Identification level,https://data.cooperationdatabank.org/id/identificationlevel/high,High,https://data.cooperationdatabank.org/vocab/prop/identificationLevel,Identification level,https://data.cooperationdatabank.org/id/identificationlevel/low,Low,https://data.cooperationdatabank.org/vocab/prop/targetMembership,Partner's group membership,https://data.cooperationdatabank.org/id/targetmembership/ingroup,Ingroup,https://data.cooperationdatabank.org/id/targetmembership/stranger,Stranger,https://data.cooperationdatabank.org/id/dependentvariable/contributions,positive,test,2.0,positive,higher,2.0,0.0,1.0,1.0,"When comparing studies where identification level is high and studies where identification level is low, contribution from studies involving ingroup as partner's group membership are significantly higher than contribution from studies involving stranger as partner's group membership."
122,https://data.cooperationdatabank.org/vocab/prop/IdentificationVariable,https://data.cooperationdatabank.org/vocab/prop/targetMembership,Partner's group membership,https://data.cooperationdatabank.org/id/targetmembership/ingroup,Ingroup,https://data.cooperationdatabank.org/vocab/prop/targetMembership,Partner's group membership,https://data.cooperationdatabank.org/id/targetmembership/stranger,Stranger,https://data.cooperationdatabank.org/vocab/prop/identificationLevel,Identification level,https://data.cooperationdatabank.org/id/identificationlevel/high,High,https://data.cooperationdatabank.org/id/identificationlevel/low,Low,https://data.cooperationdatabank.org/id/dependentvariable/contributions,positive,val,2.0,positive,higher,2.0,0.0,1.0,1.0,"When comparing studies where partner's group membership is ingroup and studies where partner's group membership is stranger, contribution from studies involving high as identification level are significantly higher than contribution from studies involving low as identification level."
123,https://data.cooperationdatabank.org/vocab/prop/IdentificationVariable,https://data.cooperationdatabank.org/vocab/prop/identificationLevel,Identification level,https://data.cooperationdatabank.org/id/identificationlevel/high,High,https://data.cooperationdatabank.org/vocab/prop/identificationLevel,Identification level,https://data.cooperationdatabank.org/id/identificationlevel/low,Low,https://data.cooperationdatabank.org/vocab/prop/targetMembership,Partner's group membership,https://data.cooperationdatabank.org/id/targetmembership/ingroup,Ingroup,https://data.cooperationdatabank.org/id/targetmembership/stranger,Stranger,https://data.cooperationdatabank.org/id/dependentvariable/contributions,positive,train,2.0,positive,higher,2.0,0.0,1.0,1.0,"When comparing studies where identification level is high and studies where identification level is low, contribution from studies involving ingroup as partner's group membership are significantly higher than contribution from studies involving stranger as partner's group membership."
124,https://data.cooperationdatabank.org/vocab/prop/IdentificationVariable,https://data.cooperationdatabank.org/vocab/prop/targetMembership,Partner's group membership,https://data.cooperationdatabank.org/id/targetmembership/ingroup,Ingroup,https://data.cooperationdatabank.org/vocab/prop/targetMembership,Partner's group membership,https://data.cooperationdatabank.org/id/targetmembership/stranger,Stranger,https://data.cooperationdatabank.org/vocab/prop/identificationLevel,Identification level,https://data.cooperationdatabank.org/id/identificationlevel/high,High,https://data.cooperationdatabank.org/id/identificationlevel/low,Low,https://data.cooperationdatabank.org/id/dependentvariable/contributions,positive,train,2.0,positive,higher,2.0,0.0,1.0,1.0,"When comparing studies where partner's group membership is ingroup and studies where partner's group membership is stranger, contribution from studies involving high as identification level are significantly higher than contribution from studies involving low as identification level."
125,https://data.cooperationdatabank.org/vocab/prop/LeadershipVariable,https://data.cooperationdatabank.org/vocab/prop/leadershipAssignmentRule,Leadership assignment rule,https://data.cooperationdatabank.org/id/leadershipassignmentrule/authority,Authority,https://data.cooperationdatabank.org/vocab/prop/leadershipAssignmentRule,Leadership assignment rule,https://data.cooperationdatabank.org/id/leadershipassignmentrule/elected,Elected,https://data.cooperationdatabank.org/vocab/prop/leadershipEndogenous,Endogenous leadership,https://data.cooperationdatabank.org/id/leadershipendogenous/exogenous,Exogenous,https://data.cooperationdatabank.org/id/leadershipendogenous/endogenous,Endogenous,https://data.cooperationdatabank.org/id/dependentvariable/contributions,negative,train,2.0,positive,higher,0.0,0.35353535353535354,0.6464646464646465,0.6464646464646465,"When comparing studies where leadership assignment rule is authority and studies where leadership assignment rule is elected, contribution from studies involving exogenous as endogenous leadership are significantly higher than contribution from studies involving endogenous as endogenous leadership."
126,https://data.cooperationdatabank.org/vocab/prop/LeadershipVariable,https://data.cooperationdatabank.org/vocab/prop/leadershipEndogenous,Endogenous leadership,https://data.cooperationdatabank.org/id/leadershipendogenous/exogenous,Exogenous,https://data.cooperationdatabank.org/vocab/prop/leadershipEndogenous,Endogenous leadership,https://data.cooperationdatabank.org/id/leadershipendogenous/endogenous,Endogenous,https://data.cooperationdatabank.org/vocab/prop/leadershipAssignmentRule,Leadership assignment rule,https://data.cooperationdatabank.org/id/leadershipassignmentrule/authority,Authority,https://data.cooperationdatabank.org/id/leadershipassignmentrule/elected,Elected,https://data.cooperationdatabank.org/id/dependentvariable/contributions,negative,train,2.0,positive,higher,0.0,0.4444444444444444,0.5555555555555556,0.5555555555555556,"When comparing studies where endogenous leadership is exogenous and studies where endogenous leadership is endogenous, contribution from studies involving authority as leadership assignment rule are significantly higher than contribution from studies involving elected as leadership assignment rule."
127,https://data.cooperationdatabank.org/vocab/prop/UncertaintyVariable,https://data.cooperationdatabank.org/vocab/prop/uncertaintyLevel,Uncertainty level,https://data.cooperationdatabank.org/id/uncertaintylevel/low,Low,https://data.cooperationdatabank.org/vocab/prop/uncertaintyLevel,Uncertainty level,https://data.cooperationdatabank.org/id/uncertaintylevel/medium,Medium,https://data.cooperationdatabank.org/vocab/prop/uncertaintyTarget,Uncertainty target,https://data.cooperationdatabank.org/id/uncertaintytarget/return_from_public_account,Return from public account,https://data.cooperationdatabank.org/id/uncertaintytarget/return_from_private_account,Return from private account,https://data.cooperationdatabank.org/id/dependentvariable/contributions,negative,val,2.0,positive,higher,0.0,0.35353535353535354,0.6464646464646465,0.6464646464646465,"When comparing studies where uncertainty level is low and studies where uncertainty level is medium, contribution from studies involving return from public account as uncertainty target are significantly higher than contribution from studies involving return from private account as uncertainty target."
128,https://data.cooperationdatabank.org/vocab/prop/UncertaintyVariable,https://data.cooperationdatabank.org/vocab/prop/uncertaintyLevel,Uncertainty level,https://data.cooperationdatabank.org/id/uncertaintylevel/low,Low,https://data.cooperationdatabank.org/vocab/prop/uncertaintyLevel,Uncertainty level,https://data.cooperationdatabank.org/id/uncertaintylevel/medium,Medium,https://data.cooperationdatabank.org/vocab/prop/uncertaintyTarget,Uncertainty target,https://data.cooperationdatabank.org/id/uncertaintytarget/return_from_public_account,Return from public account,https://data.cooperationdatabank.org/id/uncertaintytarget/return_from_private_account,Return from private account,https://data.cooperationdatabank.org/id/dependentvariable/contributions,negative,val,2.0,positive,higher,0.0,0.35353535353535354,0.6464646464646465,0.6464646464646465,"When comparing studies where uncertainty level is low and studies where uncertainty level is medium, contribution from studies involving return from public account as uncertainty target are significantly higher than contribution from studies involving return from private account as uncertainty target."
129,https://data.cooperationdatabank.org/vocab/prop/UncertaintyVariable,https://data.cooperationdatabank.org/vocab/prop/uncertaintyTarget,Uncertainty target,https://data.cooperationdatabank.org/id/uncertaintytarget/return_from_public_account,Return from public account,https://data.cooperationdatabank.org/vocab/prop/uncertaintyTarget,Uncertainty target,https://data.cooperationdatabank.org/id/uncertaintytarget/return_from_private_account,Return from private account,https://data.cooperationdatabank.org/vocab/prop/uncertaintyLevel,Uncertainty level,https://data.cooperationdatabank.org/id/uncertaintylevel/low,Low,https://data.cooperationdatabank.org/id/uncertaintylevel/medium,Medium,https://data.cooperationdatabank.org/id/dependentvariable/contributions,negative,train,0.0,negative,lower,0.0,0.5357142857142857,0.4642857142857143,0.5357142857142857,"When comparing studies where uncertainty target is return from public account and studies where uncertainty target is return from private account, contribution from studies involving low as uncertainty level are significantly lower than contribution from studies involving medium as uncertainty level."
130,https://data.cooperationdatabank.org/vocab/prop/UncertaintyVariable,https://data.cooperationdatabank.org/vocab/prop/uncertaintyTarget,Uncertainty target,https://data.cooperationdatabank.org/id/uncertaintytarget/return_from_public_account,Return from public account,https://data.cooperationdatabank.org/vocab/prop/uncertaintyTarget,Uncertainty target,https://data.cooperationdatabank.org/id/uncertaintytarget/return_from_private_account,Return from private account,https://data.cooperationdatabank.org/vocab/prop/uncertaintyLevel,Uncertainty level,https://data.cooperationdatabank.org/id/uncertaintylevel/low,Low,https://data.cooperationdatabank.org/id/uncertaintylevel/medium,Medium,https://data.cooperationdatabank.org/id/dependentvariable/contributions,positive,train,0.0,negative,lower,2.0,0.5357142857142857,0.4642857142857143,0.5357142857142857,"When comparing studies where uncertainty target is return from public account and studies where uncertainty target is return from private account, contribution from studies involving low as uncertainty level are significantly lower than contribution from studies involving medium as uncertainty level."
131,https://data.cooperationdatabank.org/vocab/prop/UncertaintyVariable,https://data.cooperationdatabank.org/vocab/prop/uncertaintyLevel,Uncertainty level,https://data.cooperationdatabank.org/id/uncertaintylevel/low,Low,https://data.cooperationdatabank.org/vocab/prop/uncertaintyLevel,Uncertainty level,https://data.cooperationdatabank.org/id/uncertaintylevel/medium,Medium,https://data.cooperationdatabank.org/vocab/prop/uncertaintyTarget,Uncertainty target,https://data.cooperationdatabank.org/id/uncertaintytarget/return_from_public_account,Return from public account,https://data.cooperationdatabank.org/id/uncertaintytarget/return_from_private_account,Return from private account,https://data.cooperationdatabank.org/id/dependentvariable/contributions,positive,train,2.0,positive,higher,2.0,0.35353535353535354,0.6464646464646465,0.6464646464646465,"When comparing studies where uncertainty level is low and studies where uncertainty level is medium, contribution from studies involving return from public account as uncertainty target are significantly higher than contribution from studies involving return from private account as uncertainty target."
132,https://data.cooperationdatabank.org/vocab/prop/UncertaintyVariable,https://data.cooperationdatabank.org/vocab/prop/uncertaintyLevel,Uncertainty level,https://data.cooperationdatabank.org/id/uncertaintylevel/low,Low,https://data.cooperationdatabank.org/vocab/prop/uncertaintyLevel,Uncertainty level,https://data.cooperationdatabank.org/id/uncertaintylevel/medium,Medium,https://data.cooperationdatabank.org/vocab/prop/uncertaintyTarget,Uncertainty target,https://data.cooperationdatabank.org/id/uncertaintytarget/return_from_public_account,Return from public account,https://data.cooperationdatabank.org/id/uncertaintytarget/return_from_private_account,Return from private account,https://data.cooperationdatabank.org/id/dependentvariable/contributions,positive,train,2.0,positive,higher,2.0,0.35353535353535354,0.6464646464646465,0.6464646464646465,"When comparing studies where uncertainty level is low and studies where uncertainty level is medium, contribution from studies involving return from public account as uncertainty target are significantly higher than contribution from studies involving return from private account as uncertainty target."
133,https://data.cooperationdatabank.org/vocab/prop/UncertaintyVariable,https://data.cooperationdatabank.org/vocab/prop/uncertaintyTarget,Uncertainty target,https://data.cooperationdatabank.org/id/uncertaintytarget/return_from_public_account,Return from public account,https://data.cooperationdatabank.org/vocab/prop/uncertaintyTarget,Uncertainty target,https://data.cooperationdatabank.org/id/uncertaintytarget/return_from_private_account,Return from private account,https://data.cooperationdatabank.org/vocab/prop/uncertaintyLevel,Uncertainty level,https://data.cooperationdatabank.org/id/uncertaintylevel/low,Low,https://data.cooperationdatabank.org/id/uncertaintylevel/medium,Medium,https://data.cooperationdatabank.org/id/dependentvariable/contributions,positive,train,0.0,negative,lower,2.0,0.5357142857142857,0.4642857142857143,0.5357142857142857,"When comparing studies where uncertainty target is return from public account and studies where uncertainty target is return from private account, contribution from studies involving low as uncertainty level are significantly lower than contribution from studies involving medium as uncertainty level."
134,https://data.cooperationdatabank.org/vocab/prop/UncertaintyVariable,https://data.cooperationdatabank.org/vocab/prop/uncertaintyTarget,Uncertainty target,https://data.cooperationdatabank.org/id/uncertaintytarget/return_from_public_account,Return from public account,https://data.cooperationdatabank.org/vocab/prop/uncertaintyTarget,Uncertainty target,https://data.cooperationdatabank.org/id/uncertaintytarget/return_from_private_account,Return from private account,https://data.cooperationdatabank.org/vocab/prop/uncertaintyLevel,Uncertainty level,https://data.cooperationdatabank.org/id/uncertaintylevel/low,Low,https://data.cooperationdatabank.org/id/uncertaintylevel/medium,Medium,https://data.cooperationdatabank.org/id/dependentvariable/contributions,negative,train,0.0,negative,lower,0.0,0.5357142857142857,0.4642857142857143,0.5357142857142857,"When comparing studies where uncertainty target is return from public account and studies where uncertainty target is return from private account, contribution from studies involving low as uncertainty level are significantly lower than contribution from studies involving medium as uncertainty level."
135,https://data.cooperationdatabank.org/vocab/prop/UncertaintyVariable,https://data.cooperationdatabank.org/vocab/prop/uncertaintyLevel,Uncertainty level,https://data.cooperationdatabank.org/id/uncertaintylevel/low,Low,https://data.cooperationdatabank.org/vocab/prop/uncertaintyLevel,Uncertainty level,https://data.cooperationdatabank.org/id/uncertaintylevel/high,High,https://data.cooperationdatabank.org/vocab/prop/uncertaintyTarget,Uncertainty target,https://data.cooperationdatabank.org/id/uncertaintytarget/return_from_public_account,Return from public account,https://data.cooperationdatabank.org/id/uncertaintytarget/return_from_private_account,Return from private account,https://data.cooperationdatabank.org/id/dependentvariable/contributions,positive,train,2.0,positive,higher,2.0,0.0,1.0,1.0,"When comparing studies where uncertainty level is low and studies where uncertainty level is high, contribution from studies involving return from public account as uncertainty target are significantly higher than contribution from studies involving return from private account as uncertainty target."
136,https://data.cooperationdatabank.org/vocab/prop/UncertaintyVariable,https://data.cooperationdatabank.org/vocab/prop/uncertaintyLevel,Uncertainty level,https://data.cooperationdatabank.org/id/uncertaintylevel/low,Low,https://data.cooperationdatabank.org/vocab/prop/uncertaintyLevel,Uncertainty level,https://data.cooperationdatabank.org/id/uncertaintylevel/high,High,https://data.cooperationdatabank.org/vocab/prop/uncertaintyTarget,Uncertainty target,https://data.cooperationdatabank.org/id/uncertaintytarget/return_from_public_account,Return from public account,https://data.cooperationdatabank.org/id/uncertaintytarget/return_from_private_account,Return from private account,https://data.cooperationdatabank.org/id/dependentvariable/contributions,positive,val,2.0,positive,higher,2.0,0.0,1.0,1.0,"When comparing studies where uncertainty level is low and studies where uncertainty level is high, contribution from studies involving return from public account as uncertainty target are significantly higher than contribution from studies involving return from private account as uncertainty target."
137,https://data.cooperationdatabank.org/vocab/prop/UncertaintyVariable,https://data.cooperationdatabank.org/vocab/prop/uncertaintyTarget,Uncertainty target,https://data.cooperationdatabank.org/id/uncertaintytarget/return_from_public_account,Return from public account,https://data.cooperationdatabank.org/vocab/prop/uncertaintyTarget,Uncertainty target,https://data.cooperationdatabank.org/id/uncertaintytarget/return_from_private_account,Return from private account,https://data.cooperationdatabank.org/vocab/prop/uncertaintyLevel,Uncertainty level,https://data.cooperationdatabank.org/id/uncertaintylevel/low,Low,https://data.cooperationdatabank.org/id/uncertaintylevel/high,High,https://data.cooperationdatabank.org/id/dependentvariable/contributions,positive,train,2.0,positive,higher,2.0,0.35353535353535354,0.6464646464646465,0.6464646464646465,"When comparing studies where uncertainty target is return from public account and studies where uncertainty target is return from private account, contribution from studies involving low as uncertainty level are significantly higher than contribution from studies involving high as uncertainty level."
138,https://data.cooperationdatabank.org/vocab/prop/UncertaintyVariable,https://data.cooperationdatabank.org/vocab/prop/uncertaintyTarget,Uncertainty target,https://data.cooperationdatabank.org/id/uncertaintytarget/return_from_public_account,Return from public account,https://data.cooperationdatabank.org/vocab/prop/uncertaintyTarget,Uncertainty target,https://data.cooperationdatabank.org/id/uncertaintytarget/return_from_private_account,Return from private account,https://data.cooperationdatabank.org/vocab/prop/uncertaintyLevel,Uncertainty level,https://data.cooperationdatabank.org/id/uncertaintylevel/low,Low,https://data.cooperationdatabank.org/id/uncertaintylevel/high,High,https://data.cooperationdatabank.org/id/dependentvariable/contributions,negative,train,2.0,positive,higher,0.0,0.35353535353535354,0.6464646464646465,0.6464646464646465,"When comparing studies where uncertainty target is return from public account and studies where uncertainty target is return from private account, contribution from studies involving low as uncertainty level are significantly higher than contribution from studies involving high as uncertainty level."
139,https://data.cooperationdatabank.org/vocab/prop/UncertaintyVariable,https://data.cooperationdatabank.org/vocab/prop/uncertaintyTarget,Uncertainty target,https://data.cooperationdatabank.org/id/uncertaintytarget/return_from_public_account,Return from public account,https://data.cooperationdatabank.org/vocab/prop/uncertaintyTarget,Uncertainty target,https://data.cooperationdatabank.org/id/uncertaintytarget/return_from_private_account,Return from private account,https://data.cooperationdatabank.org/vocab/prop/uncertaintyLevel,Uncertainty level,https://data.cooperationdatabank.org/id/uncertaintylevel/low,Low,https://data.cooperationdatabank.org/id/uncertaintylevel/high,High,https://data.cooperationdatabank.org/id/dependentvariable/contributions,negative,train,2.0,positive,higher,0.0,0.35353535353535354,0.6464646464646465,0.6464646464646465,"When comparing studies where uncertainty target is return from public account and studies where uncertainty target is return from private account, contribution from studies involving low as uncertainty level are significantly higher than contribution from studies involving high as uncertainty level."
140,https://data.cooperationdatabank.org/vocab/prop/Public_Goods_GameVariable,https://data.cooperationdatabank.org/vocab/prop/mPCRlevel,MPCR level,https://data.cooperationdatabank.org/id/mpcrlevel/low,Low,https://data.cooperationdatabank.org/vocab/prop/mPCRlevel,MPCR level,https://data.cooperationdatabank.org/id/mpcrlevel/high,High,https://data.cooperationdatabank.org/vocab/prop/privateAccountReturnLevel,Private account return level,https://data.cooperationdatabank.org/id/privateaccountreturnlevel/high,High,https://data.cooperationdatabank.org/id/privateaccountreturnlevel/low,Low,https://data.cooperationdatabank.org/id/dependentvariable/contributions,positive,test,2.0,positive,higher,2.0,0.0,1.0,1.0,"When comparing studies where mpcr level is low and studies where mpcr level is high, contribution from studies involving high as private account return level are significantly higher than contribution from studies involving low as private account return level."
