node,label,description
https://data.cooperationdatabank.org/id/gametype/chicken_game,Chicken Game,"In the standard chicken game, the relative value of the four outcomes reflects the following relationships: DC > CC > CD > DD"
https://data.cooperationdatabank.org/id/emotion/shame,Shame,"The response when a person feels that if their true nature was to be known, others would be repulsed (Ekman & Cordaro, 2011)"
https://data.cooperationdatabank.org/id/emotion/guilt,Guilt,"The response when a person regrets having violated an agreement, principle, or value (Ekman & Cordaro, 2011)"
https://data.cooperationdatabank.org/id/individualdifference/optimism,Optimism,"Generalized expectations of the occurrence of good outcomes in oneâs life (Scheier & Carver, 1985, p. 239)"
https://data.cooperationdatabank.org/id/partnerperception/proself/untrustworthy,Proself/Untrustworthy,Partner is perceived to be proself/untrustworthy
https://data.cooperationdatabank.org/id/powermanipulationmethod/recall,Recall,"Participants recall a time when they were powerful (Nieper et al., 2018)"
https://data.cooperationdatabank.org/id/powertype/experiential,Experiential,"Experiential manipulations of power activate the experience of power via an episodic recall or an imagined role manipulation (e.g., recalling a time when one felt powerful, or imagining alternatives) (Nieper et al., 2018)"
https://data.cooperationdatabank.org/id/symmetrytarget/return_from_public_account,Return from public account,Payoff obtained from the tokens invested in the public account
https://data.cooperationdatabank.org/id/individualdifferencelevel/medium,Medium,Participants were classified as medium according to the specific individual difference
https://data.cooperationdatabank.org/id/uncertaintytarget/provision_probability,Provision probability,Probability to obtain a group payoff as a result of the public goods allocation
https://data.cooperationdatabank.org/id/intergroupcomp/intergroup_conflict,intergroup conflict,"two groups and cooperating with own group, harms other group"
https://data.cooperationdatabank.org/id/intergroupcomp/intergroup_harmony,intergroup harmony,Two groups and decisions to cooperate within either group benefit both groups
https://data.cooperationdatabank.org/vocab/prop/similarityLevel,Similarity level,The level of similarity between the participant and their partner on a relevant dimension (usually self-reported).
https://data.cooperationdatabank.org/id/similaritylevel/high,High,The similarity between the participant and their partner(s) is high
https://data.cooperationdatabank.org/id/similaritylevel/low,Low,The similarity between the participant and their partner(s) is low
https://data.cooperationdatabank.org/id/statisticaltest/tau,tau,Kendall's tau
https://data.cooperationdatabank.org/id/individualdifference/greed,Greed,"An insatiable desire for more resources, monetary or other (Krekels & Pandelaere, 2015, p. 225)"
https://data.cooperationdatabank.org/id/individualdifference/power,Power,"Desire for power and a drive to come out on top in a status hierarchy (Grina, Bergh, Akrami, & Sidanius, 2016, p. 114)"
https://data.cooperationdatabank.org/id/symmetrytarget/punishment_effectiveness,Punishment effectiveness,The ratio of the cost of punishment to the punishing agent to the cost of punishment to the punished agent
https://data.cooperationdatabank.org/id/blockofcooperationordinal/other,other,Cooperation assessed in a different block than the first or last
https://data.cooperationdatabank.org/id/partnertype/peer,Peer,Other player(s) of the same role as the participant (unless the participant is a Leader)
https://data.cooperationdatabank.org/id/partnertype/other,Other,Partner types not included in the other categories
https://data.cooperationdatabank.org/id/partnerperception/liking,Liking,Participants report to like the partner
https://data.cooperationdatabank.org/id/timepressure/control,Control,Participants do not receive any instructions regarding the time they have to spend to make a decision
https://data.cooperationdatabank.org/id/individualdifference/approach,Approach,"Proneness to engage in goal-directed efforts and to experience positive feelings when the person is exposed to cues of impending reward (Carver & White, 1994, p. 319)"
https://data.cooperationdatabank.org/id/individualdifference/empathy,Empathy,"Reactions of one individual to the observed experiences of others (Davis, 1983, p. 113)"
https://data.cooperationdatabank.org/id/punishmentdistributionrule/redistributive,Redistributive,The amount deducted from the account of a punished participant is redistributed to some or all of the other participants in the game
https://data.cooperationdatabank.org/id/levelofanalysis/6,Other,Data were analyzed at a level of analysis not included among the level of analysis categories
https://data.cooperationdatabank.org/id/feedbackcontent/rank,Rank,"Feedback about the rank of participants in terms of their behavior (e.g., from the most cooperative to the least cooperative)"
https://data.cooperationdatabank.org/id/statisticaltest/ks,KS,Kolmogorov-Smirnov test
https://data.cooperationdatabank.org/id/uncertaintytarget/mpcr,MPCR,The ratio of benefits to costs for a member to contribute one monetary unit to the group account
https://data.cooperationdatabank.org/vocab/prop/replenishmentRate,Replenishment rate,The replenishment rate in the resource dilemma. The remaining resource in the common pool is multiplied by the replenishment rate after each trial.
https://data.cooperationdatabank.org/vocab/prop/replenishmentRateLevel,Replenishment rate level,Relative level of the replenishment rate in the resource dilemma.
https://data.cooperationdatabank.org/id/replenishmentratelevel/high,High,High relative level of the replenishment rate in the resource dilemma
https://data.cooperationdatabank.org/id/replenishmentratelevel/medium,Medium,Medium relative level of the replenishment rate in the resource dilemma
https://data.cooperationdatabank.org/id/replenishmentratelevel/low,Low,Low relative level of the replenishment rate in the resource dilemma
https://data.cooperationdatabank.org/id/criticalitylevel/medium,Medium,Participants have relatively medium amounts of criticality in providing the public good
https://data.cooperationdatabank.org/vocab/prop/incomeTax,Income tax,"Taxation on income takes a proportion of players' income (from public and private good, net of contributions) and redistributes it among players. Redistribution may be unequal. TRUE = Income tax exists, FALSE = No income tax exists."
https://data.cooperationdatabank.org/vocab/prop/incomeTaxRate,Income tax rate,The proportion of net income taken under the tax.
https://data.cooperationdatabank.org/id/communicationcontent/threat,Threat,"Threats (e.g., of non-cooperation or punishment)"
https://data.cooperationdatabank.org/id/iteratedpreprogrammedcooperationratelevel/medium,Medium,Medium relative level of the pre-programmed cooperation rate of a partner
https://data.cooperationdatabank.org/id/trialofcooperationordinal/other,other,Cooperation assessed in a different trial than the first or last
https://data.cooperationdatabank.org/id/partnerperception/positive,Positive ,Partner is generally perceived with a positive connotation (coded when the other categories did not apply)
https://data.cooperationdatabank.org/vocab/prop/lowerChoiceRange,Lowest choice option,Lowest choice option allowed to participants. The value of the lowest choice option. Is '0' in a binary choice between non-numeric options (such as 'cooperate' vs. 'defect'; 'C' vs. 'D'). 
https://data.cooperationdatabank.org/vocab/prop/nbOfChoices,Number of choices,"The number of choice options players have when making the contribution. Is '2' when making a binary choice (such as cooperate vs. defect); (n+1) for continuous measure of cooperation; 3 for 3-choice Prisoner's Dilemma, etc."
https://data.cooperationdatabank.org/vocab/prop/nbOfChoicesLevel,Number of choices level,Relative level of the number of choice options players have when making the contribution.
https://data.cooperationdatabank.org/id/nbofchoiceslevel/low,Low,Low relative level of the number of choice options players have when making the contribution
https://data.cooperationdatabank.org/vocab/prop/upperChoiceRange,Highest choice option,Highest choice option allowed to participants. The value of the highest choice option. Is '1' in a binary choice between non-numeric options (such as 'cooperate' vs. 'defect'; 'C' vs. 'D').
https://data.cooperationdatabank.org/vocab/prop/upperChoiceRangeLevel,Highest choice option level,Relative level of the highest choice option allowed to participants.
https://data.cooperationdatabank.org/id/upperchoicerangelevel/low,Low,Low relative level of the highest choice option allowed to participants
https://data.cooperationdatabank.org/id/nbofchoiceslevel/medium,Medium,Medium relative level of the number of choice options players have when making the contribution
https://data.cooperationdatabank.org/id/upperchoicerangelevel/medium,Medium,Medium relative level of the highest choice option allowed to participants
https://data.cooperationdatabank.org/id/nbofchoiceslevel/high,High,High relative level of the number of choice options players have when making the contribution
https://data.cooperationdatabank.org/id/upperchoicerangelevel/high,High,High relative level of the highest choice option allowed to participants
https://data.cooperationdatabank.org/id/individualdifference/aggression,Aggression,"Trait aggressiveness [â¦] identifies people who are prone to hostile cognitions and angry affect as well as a readiness to engage in physical and verbal aggression (Bettencourt, Talley, Benjamin, & Valentine, 2006, p. 752)"
https://data.cooperationdatabank.org/id/individualdifference/victimization,Victimization,Individuals who are a frequent target of aggressions
https://data.cooperationdatabank.org/id/uncertaintytarget/return_from_private_account,Return from private account,Payoff obtained from the tokens invested in the private account
https://data.cooperationdatabank.org/id/communicationtype/nonverbal,Nonverbal,"Other modes of communication, including nonverbal eye gaze, touch, and sound"
https://data.cooperationdatabank.org/vocab/prop/groupSizeCorr,Group size (correlation),Correlation between Group Size and behavior in the game.
https://data.cooperationdatabank.org/vocab/prop/externalMPCR,External MPCR,There is a difference between participant's return from the public good and other group members' return from the public good. How much group members earn from each token that a participant contributes to the public good.
https://data.cooperationdatabank.org/vocab/prop/externalMPCRlevel,External MPCR level,"Relative level of earnings participants gain from a token contributed to the public good, when there is a difference between participant's return from the public good and other group members' return from the public good."
https://data.cooperationdatabank.org/id/externalmpcrlevel/low,Low,"Low relative level of earnings participants gain from a token contributed to the public good, when there is a difference between participant's return from the public good and other group members' return from the public good"
https://data.cooperationdatabank.org/id/externalmpcrlevel/medium,Medium,"Medium relative level of earnings participants gain from a token contributed to the public good, when there is a difference between participant's return from the public good and other group members' return from the public good"
https://data.cooperationdatabank.org/id/externalmpcrlevel/high,High,"High relative level of earnings participants gain from a token contributed to the public good, when there is a difference between participant's return from the public good and other group members' return from the public good"
https://data.cooperationdatabank.org/vocab/prop/costlyMonitoring,Costly monitoring,"Ordinarily, feedback is available to players without cost. Costly monitoring refers to design in which players must pay a fee to access information, typically about the contributions of other players. TRUE = Costly monitoring, FALSE = Free monitoring."
https://data.cooperationdatabank.org/vocab/prop/monitoringCost,Monitoring cost,The cost of accessing information about other players' contributions
https://data.cooperationdatabank.org/id/monitoringcost/medium,Medium,Medium monitoring cost
https://data.cooperationdatabank.org/id/monitoringcost/high,High,High monitoring cost
https://data.cooperationdatabank.org/id/knowledgeofmembership/unilateral,Unilateral,"The participant knows their partner's group membership, but not vice-versa"
https://data.cooperationdatabank.org/id/individualdifference/agreeableness_(hexaco),Agreeableness (HEXACO),"The tendency to be forgiving and tolerant of others, in the sense of cooperating with others even when one might be suffering exploitation by them (Ashton & Lee, 2007, p. 156)"
https://data.cooperationdatabank.org/id/votetarget/remove,Remove,Vote to remove an existing institution
https://data.cooperationdatabank.org/vocab/prop/academicPerformance,Academic performance,"Any indicator of how academic/school achievements (such as marks, grades, gpa, years of education). Achievement indicators can differ across countries and educational systems."
https://data.cooperationdatabank.org/id/statisticaltest/e-s,E-S,EppsâSingleton
https://data.cooperationdatabank.org/id/leadershipassignmentrule/rotating,Rotating,Leader position rotates within the group
https://data.cooperationdatabank.org/id/leadercharacteristic/weak,Weak,"Leader was weak (e.g., a weaker influence on followers)"
https://data.cooperationdatabank.org/id/leadercharacteristic/strong,Strong,"Leader was strong (e.g., a stronger influence on followers)"
https://data.cooperationdatabank.org/id/ownbehaviorlevel/medium,Medium,participants or groups are classified as displaying a medium cooperative behavior
https://data.cooperationdatabank.org/id/ethnicityus/asian,Asian,"Far East, Southeast Asia, Indian"
https://data.cooperationdatabank.org/vocab/prop/emotionValence,Emotion valence,"Emotional valence is one of two axes (or dimensions) on which an emotion can be located. Value associated with a stimulus as expressed on a continuum from pleasant and attractive (positive) to unpleasant and aversive (negative). Emotional valence is coded when the study explicitly referred to it, without referring to a specific emotion. For example, own smiling is coded as positive emotion."
https://data.cooperationdatabank.org/id/emotionvalence/negative,negative,The participant experiences an emotion considered as unpleasant and unattractive
https://data.cooperationdatabank.org/id/emotionvalence/positive,positive,The participant experiences an emotion considered as pleasant and attractive
https://data.cooperationdatabank.org/id/primingconcept/power,Power,A prime that relates to the concept of power
https://data.cooperationdatabank.org/id/individualdifference/honesty-humility,Honesty-humility,"The tendency to be fair and genuine in dealing with others, in the sense of cooperating with others even when one might exploit them without suffering retaliation (Ashton & Lee, 2007, p. 156)"
https://data.cooperationdatabank.org/id/individualdifference/emotionality,Emotionality,"Tendencies relevant to the construct of kin altruism [...], including not only empathic concern and emotional attachment toward close others (who tend to be oneâs kin) but also the harm-avoidant and help-seeking behaviors that are associated with investment in kin (Ashton & Lee, 2007, p. 156)"
https://data.cooperationdatabank.org/id/individualdifference/sadism,Sadism,"The term sadistic personality describes a person who humiliates others, shows a longstanding pattern of cruel or demeaning behavior to others, or intentionally inflicts physical, sexual, or psychological pain or suffering on others in order to assert power and dominance or for pleasure and enjoyment (OâMeara, Davies, & Hammond, 2011, p. 523)"
https://data.cooperationdatabank.org/id/punishmentagent/experimenter,Experimenter,"The person in charge of running the experiment (e.g., principle investigator, research assistant)"
https://data.cooperationdatabank.org/id/rewardagent/experimenter,Experimenter,"The person in charge of running the experiment (e.g., principle investigator, research assistant)"
https://data.cooperationdatabank.org/id/punishmentrule/random,Random,Random players are punished
https://data.cooperationdatabank.org/id/powermanipulationmethod/role_assignment,Role Assignment,"A participant is assigned a role for the task that is either associated with high power (e.g. leader, boss) or low power (e.g. follower, subordinate) (Nieper et al., 2018)"
https://data.cooperationdatabank.org/id/powertype/conceptual,Conceptual,"Conceptual manipulations of power involve semantically or visually priming the concept of power (e.g. through word puzzles or scrambled-sentence tasks) (Nieper et al., 2018)"
https://data.cooperationdatabank.org/id/academicgradelevel/middle,Middle,Participants were classified as middle with respect to their academic grade
https://data.cooperationdatabank.org/vocab/prop/physicalProximity,Physical proximity,Participants were placed at difference physical distances during the game.
https://data.cooperationdatabank.org/id/physicalproximity/low,Low,Participants were placed at a relatively low physical distance during the game
https://data.cooperationdatabank.org/id/physicalproximity/high,High,Participants were placed at a relatively high physical distance during the game
https://data.cooperationdatabank.org/id/emotion/other_emotion,Other emotion,None of the emotion categories apply
https://data.cooperationdatabank.org/id/individualdifference/impulsivity,Impulsivity,"Tendency to deliberate less than most people of equal ability before taking action (Dickman, 1990, p. 95)"
https://data.cooperationdatabank.org/id/contextframe/moral,Moral,"Moral frames refer to how one ought to behave, for example, in terms of fairness, religious appeals, and responsibility for each otherâs payoffs"
https://data.cooperationdatabank.org/id/individualdifference/pro-environmentalism,Pro-environmentalism,"The collection of beliefs, affect, and behavioral intentions a person holds regarding environmentally related activities or issues (Schultz, Shriver, Tabanico, & Khazian, 2004, p. 31)"
https://data.cooperationdatabank.org/id/emotion/surprise,Surprise,"The response to a sudden unexpected event (Ekman & Cordaro, 2011)"
https://data.cooperationdatabank.org/id/psychopathology/non-suicidal_self-injury,Non-suicidal self-injury,"Deliberate destruction of one's body in the absence of intent to die (e.g., cutting, burning, or hitting oneself)"
https://data.cooperationdatabank.org/id/psychopathology/suicide_attempt,Suicide attempt,Individuals who attempted suicide
https://data.cooperationdatabank.org/id/anchor/absent,Absent,Participants are not provided any suggested level of contribution
https://data.cooperationdatabank.org/id/monitoringcost/low,Low,Low monitoring cost
https://data.cooperationdatabank.org/id/religiosityoperationalization/religious_beliefs,Religious beliefs,"Participants reported beliefs toward the religious sphere (e.g., beliefs in God, extent to which they consider themselves as religious) "
https://data.cooperationdatabank.org/id/emotionvalence/neutral,neutral,The participant experiences an emotional state that can not be classified as positive or negative
https://data.cooperationdatabank.org/id/rewardincentive/non-monetary_material,Non-monetary Material,"Amount of other resources (e.g., candies, school supplies)"
https://data.cooperationdatabank.org/vocab/prop/decisionTime,Decision time,"Participants are categorized according to their decision time (e.g., using a median split)."
https://data.cooperationdatabank.org/id/decisiontime/fast,Fast,Participants were categorized as fast in providing their decisions
https://data.cooperationdatabank.org/id/decisiontime/slow,Slow,Participants were categorized as slow in providing their decisions
https://data.cooperationdatabank.org/id/rebateorrefund/partial_rebate,Partial Rebate,"Participants receive a partial refund (i.e., rebate) for their contribution to the public good, often depending on contributions made by others"
https://data.cooperationdatabank.org/id/symmetrytarget/lottery_prize,Lottery prize,Bonuses that were allocated through a lottery-like mechanism (this bonus is additional to return from private and public goods accounts)
https://data.cooperationdatabank.org/id/emotion/gratitude,Gratitude,Pleasant feelings toward a target about the benefits received
https://data.cooperationdatabank.org/id/emotion/self-consciousness,Self-consciousness,"Emotion(s) that involve self-reflection and self-evaluation (e.g., guilt, shame, pride, embarrassment; Tagney, 1999)"
https://data.cooperationdatabank.org/id/psychopathology/autism_spectrum_disorders,Autism spectrum disorders,"Deficits in social-emotional reciprocity, nonverbal communicative behaviors used for social interaction, and in developing, maintaining, and understanding relationships."
https://data.cooperationdatabank.org/id/individualdifference/positive_reciprocity,Positive reciprocity,"Positive reactions to positively valued behaviours with the emphasis on rewarding someone elseâs behaviour (Perugini, Gallucci, Presaghi, & Ercolani, 2003, p. 274)"
https://data.cooperationdatabank.org/id/iteratedstrategy/grit,GRIT,"GRIT strategy involves a statement of intent prior to interaction, specific announcements of choices prior to making their choice, and some retaliation in response to being exploited."
https://data.cooperationdatabank.org/id/rewardagent/other,Other,Other agent types not included in the current categories
https://data.cooperationdatabank.org/id/agecohort/middle,middle,Participants were classified as middle with respect to their age
https://data.cooperationdatabank.org/id/powermanipulationmethod/benefit,Benefit,"One party gains a greater benefit from the outcomes of the game (e.g., higher return from the public goods, higher MPCR, higher rewards in the PDG)"
https://data.cooperationdatabank.org/vocab/prop/socialCapitalLevel,Social capital level,Participants' were classified according to their social capital.
https://data.cooperationdatabank.org/id/socialcapitallevel/high,High,Participants were classified as having a relative high social capital
https://data.cooperationdatabank.org/id/socialcapitallevel/low,Low,Participants were classified as having a relative low social capital
https://data.cooperationdatabank.org/id/emotion/regret,Regret,Emotion elicited by a comparison between the outcome of a choice (reality) and the better outcome of foregone rejected alternatives (what might have been) (Coricelli et al. 2007)
https://data.cooperationdatabank.org/id/emotion/disappointment,Disappointment,"A response to unfulfilled positive expectations (Van Dijk et al., 1999)"
https://data.cooperationdatabank.org/vocab/prop/gameComprehensionLevel,Comprehension of the game level,Participants are classified according to their relative level of comprehension of the game.
https://data.cooperationdatabank.org/id/gamecomprehensionlevel/low,Low,Participants had a low level of comprehension of the game
https://data.cooperationdatabank.org/id/gamecomprehensionlevel/high,High,Participants had a high level of comprehension of the game
https://data.cooperationdatabank.org/id/individualdifference/inequality_aversion,Inequality aversion,"[Individual differences in] perceptions of and reactions to observed [â¦] or committed injustice (Schmitt, Baumert, Gollwitzer, & Maes, 2010, p. 212); an individual is inequity averse if he dislikes outcomes that are perceived as inequitable (Fehr & Schmidt, 1999, p. 820). "
https://data.cooperationdatabank.org/id/statisticaltest/g2,G2,G-square or delta G-square
https://data.cooperationdatabank.org/id/individualdifference/envy,Envy,"[Tendency to experience a] sense of inferiority [â¦ and] ill will, frustration, and a subjective sense of injustice prompted by unflattering comparison (Smith, Parrott, Diener, Hoyle, & Kim, 1999, p. 1010). For coding: Justice sensitivity (victim perspective subscale has to be coded as envy) "
https://data.cooperationdatabank.org/vocab/prop/partnerEmotion,Partner's emotion,"Emotion of the participant's partner in the social interaction (as it is reported in the paper). Emotions are discrete, automatic responses to universally shared, culture-specific and individual-specific events (Ekman & Cordaro, 2011). "
https://data.cooperationdatabank.org/id/partneremotion/happiness,Happiness,"Feelings that are enjoyed, that are sought by the person (Ekman & Cordaro, 2011)"
https://data.cooperationdatabank.org/id/partneremotion/neutral,Neutral,Often used as a baseline in studies that elicit emotions. Participants are exposed either to stimuli with neutral emotional valence or engage in a non-emotional control task
https://data.cooperationdatabank.org/vocab/prop/hormone,Hormone,Participants were tested for the presence of a specific hormone.
https://data.cooperationdatabank.org/id/hormone/testosterone,Testosterone,Testosterone hormone
https://data.cooperationdatabank.org/id/conflictindex/r'_index,R' index,It is calculated as (R-S)/(T-S)
https://data.cooperationdatabank.org/id/partneremotiondisplay/other,Other,None of the emotion display categories apply
https://data.cooperationdatabank.org/id/partneremotion/anger,Anger,"The response to interference with our pursuit of a goal an agent cares about (Ekman & Cordaro, 2011)"
https://data.cooperationdatabank.org/id/leadershipassignmentrule/other,Other,Other unclassified rules to select leaders
https://data.cooperationdatabank.org/id/individualdifference/guilt_proneness,Guilt proneness,"Predisposition to experience negative feelings about personal wrongdoing, even when the wrongdoing is private (T. R. Cohen, Panter, & Turan, 2012, p. 355)"
https://data.cooperationdatabank.org/id/individualdifference/shame_proneness,Shame proneness,"High shame-prone individuals attribute transgressions and negative outcomes to characterological faults, experiencing global feelings of self-debasement and enduring negative affect (Thompson, Altmann, & Davidson, 2004, p. 613)"
https://data.cooperationdatabank.org/id/conflictindex/r_index,r index,"It is calculated as (RâS) / [(RâS) + (TâP)] (Au et al., 2012)"
https://data.cooperationdatabank.org/vocab/prop/stateTrustLevel,State trust level,Participants' were classified according to their state trust.
https://data.cooperationdatabank.org/id/statetrustlevel/low,Low,Participants were classified as having a relative low state trust
https://data.cooperationdatabank.org/id/statetrustlevel/medium,Medium,Participants were classified as having a relative state trust
https://data.cooperationdatabank.org/id/statetrustlevel/high,High,Participants were classified as having a relative high state trust
https://data.cooperationdatabank.org/id/academicdiscipline/psychology,Psychology,Participants were psychology students
https://data.cooperationdatabank.org/id/symmetrytarget/payment_chance,Payment chance,Chance to receive payment based on the outcome of the game
https://data.cooperationdatabank.org/id/symmetrytarget/other,Other,Other aspects of the game that was manipulated with respect to symmetry
https://data.cooperationdatabank.org/id/hormone/cortisol,Cortisol,Cortisol hormone
https://data.cooperationdatabank.org/id/emotion/disgust,Disgust,"The repulsion by the sight, smell, or taste of something; disgust may also be provoked by people whose actions are revolting or by ideas that are offensive (Ekman & Cordaro, 2011)"
https://data.cooperationdatabank.org/id/partnertype/experimenter,Experimenter,"The person in charge of running the experiment (such as the principle investigator, research assistant)"
https://data.cooperationdatabank.org/id/feedbacktarget/network,Network,"Feedback about the aggregate behavior of all individuals belonging to the same network, if networks are present in the game"
https://data.cooperationdatabank.org/vocab/prop/hormoneLevel,Hormone level,Participants were classified according to their level of a specific hormone.
https://data.cooperationdatabank.org/id/hormonelevel/low,Low,Participants displayed low levels of a specific hormone
https://data.cooperationdatabank.org/id/hormonelevel/medium,Medium,Participants displayed medium levels of a specific hormone
https://data.cooperationdatabank.org/id/hormonelevel/high,High,Participants displayed high levels of a specific hormone
https://data.cooperationdatabank.org/id/psychopathology/borderline,Borderline,"Diagnosed on the basis of a pervasive pattern of instability of interpersonal relationships, self-image, and affects, and marked impulsivity beginning by early adulthood and present in a variety of contexts (DSM-5)"
https://data.cooperationdatabank.org/id/psychopathology/bipolar,Bipolar,"Group of brain disorders that cause extreme fluctuation in a personâs mood, energy, and ability to function (DSM-5)"
https://data.cooperationdatabank.org/id/conflictindex/s/t_ratio,S/T ratio,It is calculated as the index log (T-S)/(R-P)
https://data.cooperationdatabank.org/id/endogenousmotivationalorientation/competitive,Competitive,Competitive goals aim to maximize the relative difference between own and the othersâ outcome
https://data.cooperationdatabank.org/id/conflictindex/index_of_correspondence,Index of correspondence,It is calculated as the correlation between the row and the column playersâ outcomes
https://data.cooperationdatabank.org/vocab/prop/resourceFixed,Fixed resource,"Whether the size of the resource is fixed or changes each trial based on the previous withdrawals decisions. TRUE = the resource is fixed, FALSE = changes each trial based on the previous withdrawals decisions."
https://data.cooperationdatabank.org/vocab/prop/lowerChoiceRangeLevel,Lowest choice option level,Relative level of the lowest choice option allowed to participants.
https://data.cooperationdatabank.org/id/lowerchoicerangelevel/high,High,High relative level of the lowest choice option allowed to participants
https://data.cooperationdatabank.org/id/lowerchoicerangelevel/low,Low,Low relative level of the lowest choice option allowed to participants
https://data.cooperationdatabank.org/id/experimentalsetting/field,Field,The experiment involved a manipulation carried out in the field (Subjects may or may not be aware that they are part of an experiment)
https://data.cooperationdatabank.org/id/rewardagent/leader,Leader,"A participant with some form of higher, relative social power; see Power"
https://data.cooperationdatabank.org/id/individualdifference/svo_consistency,SVO consistency,Consistency in the choice pattern with which SVO is measured
https://data.cooperationdatabank.org/id/symmetrytarget/incentives,Incentives,How participantsâ decisions in the game determine their payoffs in different forms
https://data.cooperationdatabank.org/vocab/prop/academicGrade,Academic grade,Participants were grouped in different year groups (Values adopted from US educational system).
https://data.cooperationdatabank.org/id/typeofinstitution/leadership,Leadership,There is a person in the dilemma known as the leader who has a specific role and can influence followers
https://data.cooperationdatabank.org/id/typeofinstitution/ostracism,Ostracism,Participants can be avoided or rejected from a group
https://data.cooperationdatabank.org/id/iteratedstrategy/tit-for-tat+1,Tit-for-Tat+1,"The partner cooperates on the first trial, and then copies the choices of the focal participant with a delay (i.e., cooperates when the focal agent cooperates, but defects only after two consecutive defections from the focal participant)"
https://data.cooperationdatabank.org/id/individualdifference/trust_in_self,Trust in self,Beliefs about the trust that others have in themselves
https://data.cooperationdatabank.org/vocab/prop/incomeTaxRateLevel,Income tax rate level,The relative level of the proportion of net income taken under the tax.
https://data.cooperationdatabank.org/id/incometaxratelevel/low,Low,Low relative level of the proportion of net income taken under the tax
https://data.cooperationdatabank.org/id/incometaxratelevel/high,High,High relative level of the proportion of net income taken under the tax
https://data.cooperationdatabank.org/id/partnerperception/dominant,Dominant,Partner is perceived to be dominant
https://data.cooperationdatabank.org/id/leadercharacteristic/male,Male,Leader was male
https://data.cooperationdatabank.org/id/leadercharacteristic/female,Female,Leader was female
https://data.cooperationdatabank.org/vocab/prop/anonymityCor,Anonymity,"Correlation between cooperation and individual differences in the extent that participants felt anonymous when making their decisions (higher scores equal more anonymity, lower identifiability)."
https://data.cooperationdatabank.org/id/partnertype/unspecified,Unspecified,The type is not specified
https://data.cooperationdatabank.org/id/iteratedstrategy/extortionate_zero_determinant,Extortionate Zero Determinant,"Extortionate strategies have three properties: (1) they enforce a linear relationship between the playerâs own payoff and the opponentâs payoff; (2) they prescribe to cooperate sufficiently often, such that the opponentâs best response is to be fully cooperative; (3) at the same time, extortioners aim to cooperate less often than their opponent, to gain higher payoffs"
https://data.cooperationdatabank.org/id/iteratedstrategy/generous_zero_determinant,Generous Zero Determinant,"Generous ZD strategies share the first two properties of extortioners: they enforce a linear relationship between the payoffs of the two players, and they provide incentives for the opponent to cooperate. However, as opposed to extortioners who aim to outcompete their opponents, the payoff of generous players never exceeds the payoff of the co-player"
https://data.cooperationdatabank.org/id/individualdifference/life_history_strategy,Life history strategy,"Different allocation decisions to the various activities that comprise the life cycle between current and future reproduction, between quality and quantity of offspring, andâin sexual speciesâbetween mating and parenting effort (Del Giudice, 2014)"
https://data.cooperationdatabank.org/id/gametype/dictator_game,Dictator Game,"In standard dictator game, participants are assigned to either the role of dictator or recipient. The dictator is given a fixed amount of money and is entitled to decide how much money to keep and how much money to give to the recipient"
https://data.cooperationdatabank.org/id/partneremotion/guilt,Guilt,"The response when a person regrets having violated an agreement, principle, or value (Ekman & Cordaro, 2011)"
https://data.cooperationdatabank.org/id/partneremotion/disappointment,Disappointment,"Emotion experienced in response to unfulfilled positive expectations (Van Dijk et al., 1999)"
https://data.cooperationdatabank.org/vocab/prop/emotionIntensity,Emotion intensity,Magnitude or strength of the experienced or expressed emotion. 
https://data.cooperationdatabank.org/id/emotionintensity/low,Low,Low strength of the experience emotion
https://data.cooperationdatabank.org/id/emotionintensity/high,High,High strength of the experience emotion
https://data.cooperationdatabank.org/id/gametype/ultimatum_game_-_responder,Ultimatum game - Responder,"In standard ultimatum game, the first player proposes how to divide a sum of money with the second party. If the second player rejects this division, neither gets anything. If the second player accepts, the first gets her demand and the second gets the rest"
https://data.cooperationdatabank.org/id/oneshotstrategy/prior_withdrawal,Prior Withdrawal,Target agent made a withdrawal (value to be specified in one-shot strategy value) or defected
https://data.cooperationdatabank.org/vocab/class/ValueRange,Range of values,"Range of 2 values (min inclusive, max inclusive)."
https://data.cooperationdatabank.org/vocab/prop/higherInclusive,higher value inclusive,Higher inclusive value of a range of 2 values.
https://data.cooperationdatabank.org/vocab/prop/lowerInclusive,lower value inclusive,Lower inclusive value of a range of 2 values.
https://data.cooperationdatabank.org/vocab/class/Study,Study,"A sample of observations of a phenomenon in either a contolled (e.g., random assignment) or natural setting."
https://data.cooperationdatabank.org/vocab/prop/choiceRange,choice option range,The value of the highest and lowest choice option allowed to participants. '0' and '1' indicate a binary choice between non-numeric options (such as 'cooperate' vs. 'defect'; 'C' vs. 'D').
https://data.cooperationdatabank.org/vocab/prop/country,has country,Country where the data collection took place. Can overlap with participant's nationality.
https://data.cooperationdatabank.org/vocab/prop/countrySource,Source of country or region,Source of the country where the data collection took place.
https://data.cooperationdatabank.org/id/countrysource/1,Specified country,"The paper explicitly states that data have been collected at a certain location (e.g., University, lab, and/or participants pool)"
https://data.cooperationdatabank.org/vocab/prop/deception,Deception,"Whether deception was applied in the study. TRUE = deception was applied, FALSE = deception was not applied."
